id_ent_mun,municipio,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
20212,San Juan Petlapa,,,,3051,1575,1476,371,406,359,284,237,229,202,154,118,118,135,141,123,174
20213,San Juan Quiahije,,,,4131,2197,1934,491,537,539,461,335,263,236,216,203,189,160,138,119,244
20214,San Juan Quiotepec,2763.71,8946.0,426.0,2131,1082,1049,142,161,193,206,165,126,115,117,120,122,119,121,120,304
20215,San Juan Sayultepec,,,,847,458,389,62,69,54,55,66,74,65,53,50,52,50,40,31,126
20216,San Juan Tabaá,,,,1394,728,666,112,111,136,135,115,90,77,77,75,72,74,76,68,176
20217,San Juan Tamazola,,,,3073,1575,1498,296,305,319,287,225,188,169,158,151,143,135,134,131,432
20218,San Juan Teita,,,,639,326,313,52,49,46,46,46,41,35,30,28,29,33,34,38,132
20219,San Juan Teitipac,,,,2719,1422,1297,194,175,186,208,201,176,157,147,145,149,146,138,140,557
20220,San Juan Tepeuxila,,,,2739,1328,1411,228,249,254,221,188,182,173,156,148,154,153,147,135,351
20221,San Juan Teposcolula,,,,1293,663,630,107,109,104,90,82,88,93,88,76,63,52,50,54,237
20222,San Juan Yaeé,,,,1565,829,736,127,149,143,112,89,98,116,113,99,88,79,74,73,205
20223,San Juan Yatzona,,,,483,271,212,39,43,47,44,36,34,35,31,25,23,24,25,23,54
20224,San Juan Yucuita,,,,615,335,280,36,35,40,42,40,38,38,41,43,38,31,28,32,133
20225,San Lorenzo,691.38,11296.0,,6380,3310,3070,568,646,728,677,542,473,429,364,322,320,315,292,254,450
20226,San Lorenzo Albarradas,,,,2896,1427,1469,227,232,247,244,226,218,204,186,174,169,148,122,103,396
20227,San Lorenzo Cacaotepec,7096.48,3122.0,287.0,16819,8757,8062,1355,1418,1370,1394,1424,1439,1408,1366,1264,1100,881,708,554,1138
20228,San Lorenzo Cuaunecuiltitla,,,,846,401,445,97,105,90,68,55,63,66,52,36,28,28,29,31,98
20229,San Lorenzo Texmelúcan,,,,8588,4620,3968,1217,1203,1083,900,718,605,514,439,374,334,299,256,200,446
20230,San Lorenzo Victoria,,,,1019,518,501,80,70,80,82,76,72,64,55,45,42,46,51,51,205
20231,San Lucas Camotlán,,,,3140,1625,1515,303,367,379,337,291,269,224,172,134,115,112,113,105,219
20232,San Lucas Ojitlán,,,,21061,10851,10210,2024,2184,2221,2032,1778,1697,1586,1375,1191,1077,939,826,706,1425
20233,San Lucas Quiaviní,,,,1797,1054,743,107,119,148,155,135,112,99,95,101,118,119,107,97,285
20234,San Lucas Zoquiápam,,,,7731,3972,3759,777,909,899,727,513,473,507,459,378,333,323,344,334,755
20235,San Luis Amatlán,,,,3798,2052,1746,331,343,369,328,270,262,256,221,192,186,192,193,170,485
20236,San Marcial Ozolotepec,,,,1560,819,741,181,193,176,144,109,93,90,88,85,85,79,68,59,110
20237,San Marcos Arteaga,,,,1377,738,639,114,115,112,108,97,91,92,91,81,67,58,57,61,233
20238,San Martín de los Cansecos,,,,890,450,440,76,63,68,76,75,64,57,60,61,52,41,38,39,120
20239,San Martín Huamelúlpam,,,,1092,593,499,85,89,87,79,68,70,76,76,69,63,55,49,48,178
20240,San Martín Itunyoso,,,,2303,1289,1014,235,271,299,265,183,128,110,104,102,102,103,103,89,209
20241,San Martín Lachilá,,,,1124,624,500,86,87,93,95,81,68,67,69,67,62,59,59,59,172
20242,San Martín Peras,,,,12573,6517,6056,1588,2120,1961,1334,749,586,577,529,484,462,433,426,400,924
20243,San Martín Tilcajete,,,,1890,1049,841,142,160,156,155,137,126,132,138,131,120,102,84,72,235
20244,San Martín Toxpalan,,,,3990,2051,1939,388,425,416,362,303,293,290,254,208,188,180,167,149,367
20245,San Martín Zacatepec,,,,1331,673,658,121,120,114,107,88,75,78,78,74,72,67,63,57,217
20246,San Mateo Cajonos,,,,652,356,296,54,48,48,53,58,55,45,36,27,25,25,27,32,119
20247,Capulálpam de Méndez,,,,1634,899,735,131,127,132,133,127,124,128,126,109,95,88,81,68,165
20248,San Mateo del Mar,,,,15897,7823,8074,1703,1738,1730,1585,1335,1187,1103,1013,910,814,691,585,498,1005
20249,San Mateo Yoloxochitlán,3852.14,5754.0,411.0,3776,1981,1795,407,451,415,329,258,259,266,242,216,194,165,137,114,323
20250,San Mateo Etlatongo,,,,1188,613,575,94,96,110,102,85,81,80,77,77,73,64,53,42,154
20251,San Mateo Nejápam,,,,1185,620,565,115,117,142,138,99,66,55,57,60,59,55,50,41,131
20252,San Mateo Peñasco,,,,2229,1193,1036,203,219,217,192,163,154,145,132,128,125,108,94,90,259
20253,San Mateo Piñas,,,,1936,973,963,137,166,174,150,121,117,116,106,103,112,118,109,89,318
20254,San Mateo Río Hondo,,,,3263,1667,1596,304,306,293,278,259,245,221,201,187,176,164,150,130,349
20255,San Mateo Sindihui,,,,2118,1116,1002,186,185,221,214,165,142,136,117,104,101,96,87,81,283
20256,San Mateo Tlapiltepec,,,,231,126,105,18,18,19,16,13,15,14,12,12,14,13,10,8,49
20257,San Melchor Betaza,,,,1072,573,499,73,68,80,91,88,77,65,59,58,62,60,54,50,187
20258,San Miguel Achiutla,,,,781,413,368,48,46,55,58,50,43,38,36,39,44,47,46,42,189
20259,San Miguel Ahuehuetitlán,,,,2493,1311,1182,239,281,310,263,171,128,122,114,106,109,110,104,95,341
20260,San Miguel Aloápam,,,,2279,1213,1066,151,180,251,274,216,149,133,139,131,116,103,95,85,256
20261,San Miguel Amatitlán,,,,7864,4151,3713,841,908,974,847,616,494,447,390,343,324,304,277,248,851
20262,San Miguel Amatlán,,,,1021,526,495,74,84,97,92,72,60,59,65,70,68,57,44,37,142
20263,San Miguel Coatlán,,,,3423,1852,1571,394,449,443,339,248,238,220,175,146,145,143,131,105,247
20264,San Miguel Chicahua,,,,2231,1230,1001,211,226,258,215,138,120,130,121,114,115,113,104,98,268
20265,San Miguel Chimalapa,,,,7151,3471,3680,586,647,713,709,597,514,486,452,402,357,322,315,299,752
20266,San Miguel del Puerto,,,,8627,4362,4265,745,840,924,883,726,639,595,539,496,464,413,377,332,654
20267,San Miguel del Río,,,,278,136,142,19,21,20,19,17,18,20,20,20,21,17,12,12,42
20268,San Miguel Ejutla,,,,1045,564,481,104,91,88,87,84,78,70,65,60,60,56,47,37,118
20269,San Miguel el Grande,,,,4439,2349,2090,342,336,367,424,436,381,305,246,209,208,206,194,184,601
20270,San Miguel Huautla,,,,1154,622,532,95,95,112,111,86,67,62,58,51,50,51,54,57,205
20271,San Miguel Mixtepec,,,,3340,1697,1643,380,424,416,351,270,227,205,172,144,135,125,113,107,271
20272,San Miguel Panixtlahuaca,,,,6749,3711,3038,805,866,892,772,585,476,391,326,321,331,281,213,165,325
20273,San Miguel Peras,,,,3476,1806,1670,418,416,381,327,281,260,225,188,167,155,134,118,110,296
20274,San Miguel Piedras,,,,1340,688,652,113,113,126,124,108,95,82,72,71,75,71,63,52,175
20275,San Miguel Quetzaltepec,,,,8608,4274,4334,744,866,882,830,760,753,688,572,463,406,369,330,299,646
20276,San Miguel Santa Flor,,,,728,362,366,41,54,57,60,53,47,45,42,39,35,38,46,52,119
20277,Villa Sola de Vega,2594.61,14670.0,,12716,6425,6291,1175,1246,1411,1375,1082,840,745,731,723,677,562,472,422,1255
20278,San Miguel Soyaltepec,2981.79,17784.0,741.0,40640,20933,19707,3596,3996,4219,3812,3212,3001,2816,2574,2478,2407,2075,1748,1475,3231
20279,San Miguel Suchixtepec,,,,2841,1493,1348,217,257,297,286,245,226,213,187,158,137,121,121,118,258
20280,Villa Talea de Castro,,,,2379,1244,1135,160,192,215,202,158,145,154,150,143,143,136,122,104,355
20281,San Miguel Tecomatlán,,,,314,145,169,16,16,17,19,19,19,17,14,15,18,21,21,21,81
20282,San Miguel Tenango,,,,757,372,385,56,64,70,63,55,51,52,50,49,50,48,42,33,74
20283,San Miguel Tequixtepec,,,,1057,548,509,90,94,84,70,65,72,75,65,51,49,54,56,52,180
20284,San Miguel Tilquiápam,,,,3215,1800,1415,334,393,379,307,235,208,183,158,140,132,128,128,122,368
20285,San Miguel Tlacamama,,,,3811,1934,1877,347,335,371,392,364,321,278,246,223,196,155,137,138,308
20286,San Miguel Tlacotepec,,,,3251,1737,1514,251,243,269,290,270,232,193,168,159,157,148,145,146,580
20287,San Miguel Tulancingo,,,,316,190,126,17,20,18,14,12,15,17,19,19,16,15,16,19,99
20288,San Miguel Yotao,,,,625,329,296,58,63,70,59,50,48,45,42,36,28,27,27,23,49
20289,San Nicolás,,,,1200,657,543,100,92,98,100,87,74,68,65,64,59,56,61,65,211
20290,San Nicolás Hidalgo,,,,1048,565,483,101,102,107,101,77,58,57,57,54,48,41,43,49,153
20291,San Pablo Coatlán,,,,4385,2243,2142,439,494,512,430,322,288,270,237,219,216,202,186,163,407
20292,San Pablo Cuatro Venados,,,,1452,776,676,162,176,173,145,103,84,81,77,73,70,64,63,55,126
20293,San Pablo Etla,6884.25,8979.0,496.0,19440,10217,9223,1643,1664,1565,1560,1666,1821,1898,1829,1577,1253,920,678,487,879
20294,San Pablo Huitzo,,,,7512,3974,3538,588,581,597,628,633,614,555,500,471,446,397,355,302,845
20295,San Pablo Huixtepec,4724.05,9366.0,,9844,5155,4689,809,765,765,802,840,834,765,679,587,543,519,492,428,1016
20296,San Pablo Macuiltianguis,,,,929,477,452,58,56,66,74,70,62,53,44,40,43,42,46,58,217
20297,San Pablo Tijaltepec,,,,2482,1356,1126,266,320,309,248,176,146,153,151,134,115,101,93,83,187
20298,San Pablo Villa de Mitla,,,,13287,6926,6361,1087,1063,976,1009,1140,1229,1082,894,812,810,775,678,533,1199
20299,San Pablo Yaganiza,,,,1112,588,524,98,83,88,92,90,90,79,70,67,63,52,42,39,159
20300,San Pedro Amuzgos,,,,7058,3768,3290,621,742,801,727,574,513,482,417,382,370,326,284,248,571
20301,San Pedro Apóstol,,,,1601,864,737,104,111,117,127,123,106,93,92,95,99,96,82,68,288
20302,San Pedro Atoyac,2416.57,6468.0,,4639,2449,2190,469,541,600,526,397,335,300,250,211,197,186,167,144,316
20303,San Pedro Cajonos,,,,1148,630,518,81,82,85,90,87,83,75,65,64,67,58,49,47,215
20304,San Pedro Coxcaltepec Cántaros,,,,768,403,365,59,60,66,58,44,38,41,46,44,37,34,36,37,168
20305,San Pedro Comitancillo,,,,4461,2332,2129,284,314,333,342,342,339,321,303,289,276,253,240,233,592
20306,San Pedro el Alto,,,,3753,1931,1822,458,491,448,345,282,296,278,218,174,154,140,137,124,208
20307,San Pedro Huamelula,,,,10291,5158,5133,805,880,956,928,785,700,690,672,621,583,559,538,475,1099
20308,San Pedro Huilotepec,,,,3294,1663,1631,275,255,269,302,298,272,248,226,211,211,188,153,133,253
20309,San Pedro Ixcatlán,564.0,6050.0,,11842,6053,5789,1142,1250,1319,1118,837,756,744,712,693,685,631,560,470,925
20310,San Pedro Ixtlahuaca,,,,9480,4880,4600,943,960,902,849,839,879,847,732,586,470,378,308,243,544
20311,San Pedro Jaltepetongo,,,,576,307,269,43,39,44,42,33,26,25,25,23,25,29,32,37,153
20312,San Pedro Jicayán,2810.0,6195.0,,12850,6719,6131,1226,1462,1630,1450,1042,824,777,704,622,587,536,490,462,1038
20313,San Pedro Jocotipac,,,,803,440,363,33,42,59,60,49,44,49,49,48,46,46,49,53,176
20314,San Pedro Juchatengo,,,,1675,880,795,132,137,144,151,143,135,125,118,110,103,87,71,55,164
20315,San Pedro Mártir,,,,1723,965,758,156,137,134,133,127,127,123,105,87,86,91,94,87,236
20316,San Pedro Mártir Quiechapa,,,,727,387,340,47,69,83,73,44,32,34,38,44,50,47,38,29,99
20317,San Pedro Mártir Yucuxaco,,,,1297,701,596,100,127,131,108,77,72,83,83,79,74,62,55,53,193
20318,San Pedro Mixtepec,3474.05,37360.0,,51694,26466,25228,4701,4730,4740,4826,4802,4744,4359,3805,3341,3052,2598,1996,1401,2599
20319,San Pedro Mixtepec,,,,1115,583,532,95,94,100,99,91,83,77,70,61,56,50,46,46,147
20320,San Pedro Molinos,,,,702,370,332,53,56,57,53,44,37,38,40,39,38,37,37,35,138
20321,San Pedro Nopala,,,,749,392,357,65,79,86,68,42,37,43,43,40,36,31,28,27,124
20322,San Pedro Ocopetatillo,,,,849,456,393,68,87,91,73,48,46,53,51,48,47,38,31,35,133
20323,San Pedro Ocotepec,,,,2209,1141,1068,217,254,280,241,168,130,126,126,122,113,96,85,78,173
20324,San Pedro Pochutla,5051.09,32613.0,,49668,25251,24417,4674,4816,4919,4797,4473,4163,3659,3215,2901,2670,2326,1982,1619,3454
20325,San Pedro Quiatoni,,,,11409,5863,5546,1044,1135,1212,1150,1006,918,815,700,634,600,525,463,399,808
20326,San Pedro Sochiápam,,,,5259,2661,2598,626,647,628,505,389,365,340,291,253,225,198,190,186,416
20327,San Pedro Tapanatepec,,,,15403,7790,7613,1254,1320,1349,1296,1186,1128,1059,993,949,930,878,804,702,1555
20328,San Pedro Taviche,,,,1257,638,619,134,128,134,137,121,107,92,78,67,57,46,38,33,85
20329,San Pedro Teozacoalco,,,,1280,662,618,100,102,123,123,95,75,71,72,71,70,65,58,54,201
20330,San Pedro Teutila,,,,4429,2249,2180,422,454,468,429,346,303,296,281,247,217,193,185,173,415
20331,San Pedro Tidaá,,,,940,506,434,66,66,68,65,52,47,51,53,48,47,49,51,55,222
20332,San Pedro Topiltepec,,,,378,199,179,26,31,28,21,14,16,22,24,21,17,17,19,19,103
20333,San Pedro Totolápam,,,,2749,1444,1305,196,185,201,221,227,223,201,176,166,166,157,145,127,358
20334,Villa de Tututepec,4397.04,25838.0,,47438,24222,23216,4151,4328,4691,4737,4211,3737,3376,3020,2750,2647,2427,2080,1684,3599
20335,San Pedro Yaneri,,,,957,495,462,94,117,104,78,64,65,64,60,53,47,44,45,42,80
20336,San Pedro Yólox,,,,1797,932,865,114,138,172,172,135,109,104,97,100,116,122,113,92,213
20337,San Pedro y San Pablo Ayutla,,,,5430,2950,2480,470,534,540,453,360,362,366,330,296,283,272,273,262,629
20338,Villa de Etla,,,,11550,6040,5510,958,913,924,1017,1055,1004,910,871,830,746,622,496,381,823
20339,San Pedro y San Pablo Teposcolula,,,,4326,2270,2056,359,334,336,353,355,342,325,308,281,252,220,191,160,510
20340,San Pedro y San Pablo Tequixtepec,,,,1792,986,806,103,124,130,120,98,90,94,91,86,87,87,93,106,483
20341,San Pedro Yucunama,,,,238,137,101,17,22,24,21,14,12,15,17,18,15,9,7,8,39
20342,San Raymundo Jalpan,,,,3773,2056,1717,340,311,291,299,331,372,363,309,253,216,178,142,116,252
20343,San Sebastián Abasolo,,,,2003,1044,959,131,124,133,159,170,158,134,124,124,125,122,114,93,292
20344,San Sebastián Coatlán,,,,2811,1447,1364,272,282,282,262,239,234,211,163,133,132,131,122,107,241
20345,San Sebastián Ixcapa,,,,4252,2154,2098,342,370,416,432,376,319,287,258,228,206,190,182,176,470
20346,San Sebastián Nicananduta,,,,1507,858,649,132,105,97,100,107,116,116,96,77,75,79,79,73,255
20347,San Sebastián Río Hondo,,,,3800,1918,1882,350,385,395,369,331,325,301,247,201,179,160,149,138,270
20348,San Sebastián Tecomaxtlahuaca,2640.0,16650.0,,8573,4495,4078,682,713,791,829,765,672,563,468,423,421,392,357,335,1162
20349,San Sebastián Teitipac,,,,2040,1110,930,134,149,171,187,170,141,125,125,131,130,107,85,80,305
20350,San Sebastián Tutla,6876.38,3193.0,133.0,19241,10303,8938,1184,1078,1281,1741,2092,1918,1437,1328,1538,1675,1435,1000,602,932
20351,San Simón Almolongas,,,,2893,1547,1346,253,253,265,243,197,183,182,172,165,167,156,142,137,378
20352,San Simón Zahuatlán,,,,4401,2229,2172,618,671,644,536,396,299,232,184,156,140,125,105,86,209
20353,Santa Ana,,,,2280,1187,1093,230,217,228,227,198,172,149,132,122,116,105,91,83,210
20354,Santa Ana Ateixtlahuaca,,,,532,264,268,36,60,67,49,29,24,27,30,28,24,23,25,28,82
20355,Santa Ana Cuauhtémoc,,,,739,384,355,57,56,57,59,55,49,45,40,40,40,38,36,34,133
20356,Santa Ana del Valle,,,,2158,1110,1048,153,141,155,171,162,142,127,129,138,141,130,116,106,347
20357,Santa Ana Tavela,,,,838,432,406,33,44,51,60,61,54,47,46,48,53,51,50,53,187
20358,Santa Ana Tlapacoyan,,,,2090,1087,1003,148,143,129,137,157,153,126,112,111,111,108,111,120,424
20359,Santa Ana Yareni,,,,925,497,428,33,60,83,84,64,52,51,51,49,48,50,53,49,198
20360,Santa Ana Zegache,,,,3940,2089,1851,298,292,324,349,330,297,278,267,240,204,186,194,192,489
20361,Santa Catalina Quierí,,,,949,526,423,74,93,101,83,56,58,69,61,50,46,45,45,44,124
20362,Santa Catarina Cuixtla,,,,1522,846,676,108,120,120,103,87,89,94,91,85,77,74,77,78,319
20363,Santa Catarina Ixtepeji,,,,2725,1416,1309,176,202,233,237,217,206,204,199,182,157,131,112,104,365
20364,Santa Catarina Juquila,3379.29,22485.0,,16369,8423,7946,1708,1707,1726,1623,1449,1384,1259,1078,921,787,656,560,473,1038
20365,Santa Catarina Lachatao,,,,1139,592,547,75,78,75,80,82,73,65,68,76,81,76,65,59,186
20366,Santa Catarina Loxicha,,,,3968,2013,1955,419,503,504,388,262,225,217,206,206,218,212,188,151,269
20367,Santa Catarina Mechoacán,,,,4683,2362,2321,365,418,485,496,441,387,339,288,255,252,245,222,187,303
20368,Santa Catarina Minas,,,,2032,1032,1000,153,170,184,196,175,141,123,121,121,112,96,87,88,265
20369,Santa Catarina Quiané,,,,2025,1042,983,158,137,145,162,160,148,142,143,144,139,119,98,84,246
20370,Santa Catarina Tayata,,,,683,372,311,56,62,60,49,42,43,45,43,38,35,34,35,32,109
20371,Santa Catarina Ticuá,,,,1106,611,495,73,79,84,86,78,75,68,55,47,46,48,54,70,243
20372,Santa Catarina Yosonotú,,,,1744,957,787,106,99,132,164,152,114,90,86,90,94,89,87,95,346
20373,Santa Catarina Zapoquila,,,,383,208,175,26,31,27,23,21,24,23,20,16,14,17,22,25,94
20374,Santa Cruz Acatepec,,,,1642,857,785,199,200,193,160,123,106,95,85,80,74,62,57,59,149
20375,Santa Cruz Amilpas,5207.61,6054.0,231.0,13858,7423,6435,1135,1050,1105,1266,1425,1427,1232,1052,950,908,794,599,380,535
20376,Santa Cruz de Bravo,,,,379,196,183,33,34,30,26,21,22,25,23,17,11,11,16,22,88
20377,Santa Cruz Itundujia,1573.0,12350.0,,12023,6251,5772,1163,1276,1366,1253,978,825,758,657,577,550,516,487,459,1158
20378,Santa Cruz Mixtepec,,,,3680,1929,1751,348,352,355,335,291,266,248,218,192,184,170,157,148,416
20379,Santa Cruz Nundaco,,,,3077,1661,1416,281,339,372,330,230,181,192,189,165,143,121,112,107,315
20380,Santa Cruz Papalutla,,,,2252,1158,1094,177,172,170,180,189,184,166,157,145,124,109,105,94,280
20381,Santa Cruz Tacache de Mina,1579.27,21549.0,,2804,1468,1336,264,252,266,260,210,169,158,159,158,155,140,124,107,382
20382,Santa Cruz Tacahua,,,,1153,610,543,97,109,109,95,73,67,67,60,58,61,57,55,59,186
20383,Santa Cruz Tayata,,,,627,319,308,46,48,57,61,54,42,33,34,37,36,30,26,28,95
20384,Santa Cruz Xitla,,,,5006,2638,2368,457,533,565,492,381,340,323,299,271,254,239,215,189,448
20385,Santa Cruz Xoxocotlán,7228.83,22829.0,2480.0,100124,52933,47191,8646,8540,8130,8472,9205,9621,9153,8362,7211,5898,4709,3842,2966,5369
20386,Santa Cruz Zenzontepec,,,,19077,9766,9311,2169,2448,2539,2152,1527,1237,1154,1037,945,910,802,650,515,992
20387,Santa Gertrudis,,,,2952,1527,1425,220,239,221,228,232,222,200,190,183,177,158,135,120,427
20388,Santa Inés del Monte,,,,2490,1272,1218,301,300,292,256,209,177,148,128,117,117,115,99,76,155
20389,Santa Inés Yatzeche,,,,948,542,406,40,45,88,115,94,58,47,51,57,60,59,58,56,120
20390,Santa Lucía del Camino,6471.96,17320.0,1086.0,52229,27168,25061,3934,3587,3472,4122,5165,5592,4861,3992,3499,3335,2931,2394,1898,3447
20391,Santa Lucía Miahuatlán,,,,3565,1826,1739,440,464,406,337,301,290,249,196,159,143,135,129,113,203
20392,Santa Lucía Monteverde,,,,6695,3495,3200,572,658,713,667,529,443,393,340,320,332,335,334,317,742
20393,Santa Lucía Ocotlán,,,,4001,2171,1830,353,336,330,332,330,337,336,310,268,226,182,159,143,359
20394,Santa María Alotepec,2113.69,8384.0,,2910,1471,1439,212,250,261,243,218,213,210,193,168,155,150,147,136,354
20395,Santa María Apazco,,,,1795,999,796,119,159,182,163,103,70,71,73,75,82,90,100,116,392
20396,Santa María la Asunción,2597.96,10465.0,,3393,1895,1498,286,349,365,307,240,217,197,172,169,188,187,171,158,387
20397,Heroica Ciudad de Tlaxiaco,10400.0,24768.0,,42981,22810,20171,3908,3932,4048,4052,3911,3815,3459,2921,2533,2353,2068,1676,1267,3038
20398,Ayoquezco de Aldama,,,,4434,2351,2083,365,359,356,339,312,304,287,267,239,222,219,222,217,726
20399,Santa María Atzompa,6198.93,8688.0,235.0,37724,19537,18187,3557,3335,3129,3322,3623,3747,3490,3095,2675,2266,1730,1244,883,1628
20400,Santa María Camotlán,,,,1698,912,786,137,116,116,127,133,126,108,90,82,83,83,84,78,335
20401,Santa María Colotepec,3835.83,15480.0,,25348,12766,12582,2380,2367,2480,2571,2449,2259,2005,1774,1605,1440,1160,910,720,1228
20402,Santa María Cortijo,,,,1106,573,533,112,100,105,110,96,73,62,64,67,67,61,52,42,95
20403,Santa María Coyotepec,3905.67,922.0,98.0,3289,1728,1561,292,281,265,265,288,318,307,262,219,188,159,132,98,215
20404,Santa María Chachoápam,,,,773,413,360,47,58,61,57,49,51,55,50,42,39,43,47,43,131
20405,Villa de Chilapa de Díaz,,,,2236,1253,983,197,196,188,174,159,159,151,135,118,105,99,101,102,352
20406,Santa María Chilchotla,,,,21033,10716,10317,1898,2410,2452,1998,1495,1393,1381,1242,1104,1050,999,965,861,1785
20407,Santa María Chimalapa,,,,9410,4631,4779,956,937,1011,1018,869,725,646,590,527,463,395,360,320,593
20408,Santa María del Rosario,,,,522,252,270,45,45,38,37,39,43,40,32,28,27,28,28,24,68
20409,Santa María del Tule,6024.0,2713.0,,9462,5050,4412,655,608,584,687,864,948,809,644,597,672,711,609,404,670
20410,Santa María Ecatepec,,,,3512,1776,1736,345,360,350,298,231,214,213,196,186,182,163,155,159,460
20411,Santa María Guelacé,,,,856,473,383,60,64,68,72,66,61,63,63,59,57,49,40,31,103
20412,Santa María Guienagati,1926.0,8505.0,,3277,1641,1636,322,334,366,343,282,250,230,201,179,168,143,115,100,244
20413,Santa María Huatulco,,,,47172,24063,23109,4348,4382,4529,4728,4726,4555,4035,3561,3196,2721,2019,1477,1097,1798
20414,Santa María Huazolotitlán,,,,11915,6055,5860,1031,1006,1055,1081,977,880,834,788,743,709,635,567,505,1104
20415,Santa María Ipalapa,,,,5176,2726,2450,508,515,598,574,430,313,281,273,261,256,248,229,207,483
20416,Santa María Ixcatlán,,,,509,269,240,25,33,33,30,27,32,37,36,33,28,23,22,28,122
20417,Santa María Jacatepec,,,,9630,5085,4545,790,889,981,905,714,627,638,643,611,565,502,452,413,900
20418,Santa María Jalapa del Marqués,3559.44,8298.0,,13724,7056,6668,1040,1113,1177,1167,1066,1021,999,950,878,824,780,717,612,1380
20419,Santa María Jaltianguis,,,,539,294,245,43,43,40,38,38,38,35,31,30,27,25,27,29,95
20420,Santa María Lachixío,,,,2032,1092,940,199,214,237,252,212,161,133,121,106,88,78,69,56,106
20421,Santa María Mixtequilla,,,,4861,2499,2362,379,345,345,381,403,401,355,312,307,330,319,273,213,498
20422,Santa María Nativitas,,,,618,336,282,35,46,56,52,43,35,29,30,35,37,34,32,29,125
20423,Santa María Nduayaco,,,,507,254,253,24,31,35,28,20,21,28,33,34,28,21,25,33,146
20424,Santa María Ozolotepec,,,,3964,2044,1920,397,479,488,403,296,258,250,226,197,172,161,168,154,315
20425,Santa María Pápalo,,,,2203,1099,1104,178,206,200,188,188,205,192,154,122,106,97,96,92,179
20426,Santa María Peñoles,,,,8824,4520,4304,1030,1117,1082,943,728,587,505,434,373,332,302,300,284,807
20427,Santa María Petapa,,,,17208,8900,8308,1402,1418,1489,1575,1561,1465,1268,1121,1066,1027,890,741,637,1548
20428,Santa María Quiegolani,,,,2016,999,1017,220,224,224,211,185,154,120,95,92,98,92,83,72,146
20429,Santa María Sola,,,,1523,795,728,115,138,147,139,106,87,90,89,81,80,78,73,66,234
20430,Santa María Tataltepec,,,,391,203,188,17,23,25,23,21,23,26,26,22,17,14,17,23,114
20431,Santa María Tecomavaca,,,,1747,906,841,131,145,170,173,135,103,102,116,123,117,97,77,65,193
20432,Santa María Temaxcalapa,,,,961,492,469,51,57,71,78,75,77,82,83,71,55,45,47,48,121
20433,Santa María Temaxcaltepec,,,,2686,1423,1263,357,387,336,267,213,191,161,131,120,117,106,92,73,135
20434,Santa María Teopoxco,,,,4410,2344,2066,431,527,564,450,292,252,253,226,215,220,212,205,183,380
20435,Santa María Tepantlali,2976.04,14550.0,,3940,2007,1933,374,464,468,402,332,319,293,226,168,165,175,161,127,266
20436,Santa María Texcatitlán,,,,1026,536,490,83,82,86,89,81,75,66,56,57,58,51,43,41,158
20437,Santa María Tlahuitoltepec,,,,9648,4975,4673,879,957,972,920,822,761,686,581,499,465,434,413,390,869
20438,Santa María Tlalixtac,,,,1767,913,854,163,177,197,186,148,129,128,118,99,80,70,72,71,129
20439,Santa María Tonameca,,,,26531,13392,13139,2744,2779,2963,2808,2344,2040,1856,1654,1491,1394,1210,987,756,1505
20440,Santa María Totolapilla,,,,852,448,404,50,48,66,72,61,53,50,44,40,49,65,70,59,125
20441,Santa María Xadani,3757.24,16576.0,,9197,4558,4639,1038,1060,1001,850,713,694,695,632,534,474,419,341,263,483
20442,Santa María Yalina,,,,286,156,130,18,20,21,20,18,21,23,21,17,13,11,11,12,60
20443,Santa María Yavesía,,,,521,288,233,35,35,35,35,33,31,30,32,37,37,29,24,29,99
20444,Santa María Yolotepec,,,,428,223,205,40,35,37,41,35,27,22,21,23,25,25,21,17,59
20445,Santa María Yosoyúa,,,,1710,847,863,130,176,200,193,152,123,111,97,90,87,83,77,62,129
20446,Santa María Yucuhiti,,,,6483,3382,3101,449,532,595,567,485,459,441,390,347,347,354,355,331,831
20447,Santa María Zacatepec,,,,16631,8812,7819,1587,1641,1842,1819,1470,1164,993,882,830,824,783,719,609,1468
20448,Santa María Zaniza,,,,2298,1183,1115,346,345,326,253,180,144,122,102,91,85,76,68,58,102
20449,Santa María Zoquitlán,,,,3133,1587,1546,246,225,247,260,235,206,188,176,177,197,207,194,157,418
20450,Santiago Amoltepec,,,,13167,6789,6378,2017,2032,1842,1427,1039,871,764,636,522,445,386,349,301,536
20451,Santiago Apoala,,,,929,502,427,57,60,70,62,43,37,44,51,54,53,49,51,58,240
20452,Santiago Apóstol,,,,4109,2277,1832,281,311,352,383,367,316,271,254,240,220,199,193,191,531
20453,Santiago Astata,,,,4142,2083,2059,318,356,406,385,302,258,263,272,271,256,226,205,181,443
20454,Santiago Atitlán,,,,3127,1535,1592,254,303,342,326,273,247,232,201,167,146,133,126,110,267
20455,Santiago Ayuquililla,,,,2818,1474,1344,289,294,305,283,227,192,171,152,136,125,116,107,92,329
20456,Santiago Cacaloxtepec,,,,1681,877,804,145,134,126,128,135,137,127,110,91,81,76,73,68,250
