"imun","mun","idmes","mes","casos_diarios","muertos_diarios","hospitalizados_diarios"
"20188","San Juan Colorado","10","2020-10",1,0,0
"20188","San Juan Colorado","11","2020-11",0,0,0
"20188","San Juan Colorado","12","2020-12",1,0,0
"20189","San Juan Comaltepec","1","2021-01",0,0,0
"20189","San Juan Comaltepec","5","2020-05",1,0,0
"20189","San Juan Comaltepec","6","2020-06",0,0,0
"20189","San Juan Comaltepec","7","2020-07",0,0,0
"20189","San Juan Comaltepec","8","2020-08",0,0,0
"20189","San Juan Comaltepec","9","2020-09",1,0,0
"20189","San Juan Comaltepec","10","2020-10",1,0,1
"20189","San Juan Comaltepec","11","2020-11",0,0,0
"20189","San Juan Comaltepec","12","2020-12",0,0,0
"20190","San Juan Cotzocón","1","2021-01",2,0,1
"20190","San Juan Cotzocón","4","2020-04",1,0,1
"20190","San Juan Cotzocón","5","2020-05",4,0,3
"20190","San Juan Cotzocón","6","2020-06",12,2,3
"20190","San Juan Cotzocón","7","2020-07",3,0,2
"20190","San Juan Cotzocón","8","2020-08",0,0,0
"20190","San Juan Cotzocón","9","2020-09",2,0,2
"20190","San Juan Cotzocón","10","2020-10",3,0,3
"20190","San Juan Cotzocón","11","2020-11",0,0,0
"20190","San Juan Cotzocón","12","2020-12",2,0,0
"20192","San Juan Chilateca","1","2021-01",5,2,1
"20192","San Juan Chilateca","6","2020-06",3,1,1
"20192","San Juan Chilateca","7","2020-07",1,0,0
"20192","San Juan Chilateca","8","2020-08",0,0,0
"20192","San Juan Chilateca","9","2020-09",1,0,0
"20192","San Juan Chilateca","10","2020-10",1,0,1
"20192","San Juan Chilateca","11","2020-11",0,1,0
"20192","San Juan Chilateca","12","2020-12",2,0,0
"20193","San Juan del Estado","1","2021-01",6,0,1
"20193","San Juan del Estado","6","2020-06",7,0,0
"20193","San Juan del Estado","7","2020-07",4,0,0
"20193","San Juan del Estado","8","2020-08",2,0,0
"20193","San Juan del Estado","9","2020-09",2,0,0
"20193","San Juan del Estado","10","2020-10",3,1,1
"20193","San Juan del Estado","11","2020-11",1,0,0
"20193","San Juan del Estado","12","2020-12",11,0,0
"20194","San Juan del Río","1","2021-01",13,0,0
"20194","San Juan del Río","8","2020-08",1,0,0
"20194","San Juan del Río","9","2020-09",0,0,0
"20194","San Juan del Río","10","2020-10",0,0,0
"20194","San Juan del Río","11","2020-11",0,0,0
"20194","San Juan del Río","12","2020-12",0,0,0
"20197","San Juan Guelavía","1","2021-01",1,0,0
"20197","San Juan Guelavía","4","2020-04",0,0,0
"20197","San Juan Guelavía","5","2020-05",0,0,0
"20197","San Juan Guelavía","6","2020-06",1,0,1
"20197","San Juan Guelavía","7","2020-07",1,1,1
"20197","San Juan Guelavía","8","2020-08",2,0,0
"20197","San Juan Guelavía","9","2020-09",1,0,0
"20197","San Juan Guelavía","10","2020-10",1,0,0
"20197","San Juan Guelavía","11","2020-11",0,0,0
"20197","San Juan Guelavía","12","2020-12",2,0,0
"20198","San Juan Guichicovi","1","2021-01",3,1,2
"20198","San Juan Guichicovi","4","2020-04",0,0,0
"20198","San Juan Guichicovi","5","2020-05",0,0,0
"20198","San Juan Guichicovi","6","2020-06",3,0,0
"20198","San Juan Guichicovi","7","2020-07",11,1,2
"20198","San Juan Guichicovi","8","2020-08",4,1,2
"20198","San Juan Guichicovi","9","2020-09",0,0,0
"20198","San Juan Guichicovi","10","2020-10",0,0,0
"20198","San Juan Guichicovi","11","2020-11",0,0,0
"20198","San Juan Guichicovi","12","2020-12",1,0,0
"20200","San Juan Juquila Mixes","1","2021-01",0,0,0
"20200","San Juan Juquila Mixes","3","2020-03",0,0,0
"20200","San Juan Juquila Mixes","4","2020-04",0,0,0
"20200","San Juan Juquila Mixes","5","2020-05",0,0,0
"20200","San Juan Juquila Mixes","6","2020-06",1,0,0
"20200","San Juan Juquila Mixes","7","2020-07",0,0,0
"20200","San Juan Juquila Mixes","8","2020-08",0,0,0
"20200","San Juan Juquila Mixes","9","2020-09",0,0,0
"20200","San Juan Juquila Mixes","10","2020-10",0,0,0
"20200","San Juan Juquila Mixes","11","2020-11",0,0,0
"20200","San Juan Juquila Mixes","12","2020-12",0,0,0
"20202","San Juan Lachao","1","2021-01",0,0,0
"20202","San Juan Lachao","11","2020-11",0,0,0
"20202","San Juan Lachao","12","2020-12",0,0,0
"20203","San Juan Lachigalla","1","2021-01",0,0,0
"20203","San Juan Lachigalla","6","2020-06",1,0,0
"20203","San Juan Lachigalla","7","2020-07",1,0,1
"20203","San Juan Lachigalla","8","2020-08",0,0,0
"20203","San Juan Lachigalla","9","2020-09",0,0,0
"20203","San Juan Lachigalla","10","2020-10",0,0,0
"20203","San Juan Lachigalla","11","2020-11",1,0,0
"20203","San Juan Lachigalla","12","2020-12",0,0,0
"20204","San Juan Lajarcia","1","2021-01",0,0,0
"20204","San Juan Lajarcia","7","2020-07",1,0,0
"20204","San Juan Lajarcia","8","2020-08",0,0,0
"20204","San Juan Lajarcia","9","2020-09",0,0,0
"20204","San Juan Lajarcia","10","2020-10",0,0,0
"20204","San Juan Lajarcia","11","2020-11",0,0,0
"20204","San Juan Lajarcia","12","2020-12",0,0,0
"20205","San Juan Lalana","1","2021-01",3,0,0
"20205","San Juan Lalana","3","2020-03",0,0,0
"20205","San Juan Lalana","4","2020-04",0,0,0
"20205","San Juan Lalana","5","2020-05",0,0,0
"20205","San Juan Lalana","6","2020-06",0,0,0
"20205","San Juan Lalana","7","2020-07",5,0,1
"20205","San Juan Lalana","8","2020-08",2,0,0
"20205","San Juan Lalana","9","2020-09",1,0,1
"20205","San Juan Lalana","10","2020-10",0,0,0
"20205","San Juan Lalana","11","2020-11",0,0,0
"20205","San Juan Lalana","12","2020-12",1,0,1
"20206","San Juan de los Cués","1","2021-01",1,0,1
"20206","San Juan de los Cués","5","2020-05",1,0,1
"20206","San Juan de los Cués","6","2020-06",4,1,3
"20206","San Juan de los Cués","7","2020-07",1,0,1
"20206","San Juan de los Cués","8","2020-08",0,0,0
"20206","San Juan de los Cués","9","2020-09",0,0,0
"20206","San Juan de los Cués","10","2020-10",0,0,0
"20206","San Juan de los Cués","11","2020-11",0,0,0
"20206","San Juan de los Cués","12","2020-12",0,0,0
"20207","San Juan Mazatlán","1","2021-01",0,0,0
"20207","San Juan Mazatlán","7","2020-07",3,0,1
"20207","San Juan Mazatlán","8","2020-08",0,0,0
"20207","San Juan Mazatlán","9","2020-09",0,0,0
"20207","San Juan Mazatlán","10","2020-10",0,0,0
"20207","San Juan Mazatlán","11","2020-11",0,0,0
"20207","San Juan Mazatlán","12","2020-12",0,0,0
"20208","San Juan Mixtepec","1","2021-01",1,1,0
"20208","San Juan Mixtepec","5","2020-05",0,0,0
"20208","San Juan Mixtepec","6","2020-06",0,0,0
"20208","San Juan Mixtepec","7","2020-07",0,0,0
"20208","San Juan Mixtepec","8","2020-08",0,0,0
"20208","San Juan Mixtepec","9","2020-09",1,1,1
"20208","San Juan Mixtepec","10","2020-10",3,0,0
"20208","San Juan Mixtepec","11","2020-11",0,0,0
"20208","San Juan Mixtepec","12","2020-12",3,0,1
"20212","San Juan Petlapa","1","2021-01",0,0,0
"20212","San Juan Petlapa","8","2020-08",1,0,1
"20212","San Juan Petlapa","9","2020-09",0,0,0
"20212","San Juan Petlapa","10","2020-10",0,0,0
"20212","San Juan Petlapa","11","2020-11",0,0,0
"20212","San Juan Petlapa","12","2020-12",0,0,0
"20214","San Juan Quiotepec","1","2021-01",0,0,0
"20214","San Juan Quiotepec","10","2020-10",1,0,0
"20214","San Juan Quiotepec","11","2020-11",0,0,0
"20214","San Juan Quiotepec","12","2020-12",0,0,0
"20215","San Juan Sayultepec","1","2021-01",0,1,0
"20215","San Juan Sayultepec","12","2020-12",1,0,1
"20216","San Juan Tabaá","1","2021-01",0,0,0
"20217","San Juan Tamazola","1","2021-01",3,0,3
"20219","San Juan Teitipac","1","2021-01",0,0,0
"20219","San Juan Teitipac","8","2020-08",4,0,1
"20219","San Juan Teitipac","9","2020-09",1,0,0
"20219","San Juan Teitipac","10","2020-10",3,1,1
"20219","San Juan Teitipac","11","2020-11",1,0,0
"20219","San Juan Teitipac","12","2020-12",0,0,0
"20221","San Juan Teposcolula","1","2021-01",0,0,0
"20221","San Juan Teposcolula","6","2020-06",1,0,1
"20221","San Juan Teposcolula","7","2020-07",0,0,0
"20221","San Juan Teposcolula","8","2020-08",0,0,0
"20221","San Juan Teposcolula","9","2020-09",0,0,0
"20221","San Juan Teposcolula","10","2020-10",0,0,0
"20221","San Juan Teposcolula","11","2020-11",0,0,0
"20221","San Juan Teposcolula","12","2020-12",1,0,1
"20222","San Juan Yaeé","1","2021-01",0,0,0
"20222","San Juan Yaeé","9","2020-09",1,1,1
"20222","San Juan Yaeé","10","2020-10",0,0,0
"20222","San Juan Yaeé","11","2020-11",0,0,0
"20222","San Juan Yaeé","12","2020-12",0,0,0
"20224","San Juan Yucuita","1","2021-01",0,0,0
"20224","San Juan Yucuita","6","2020-06",1,0,0
"20224","San Juan Yucuita","7","2020-07",0,0,0
"20224","San Juan Yucuita","8","2020-08",0,0,0
"20224","San Juan Yucuita","9","2020-09",0,0,0
"20224","San Juan Yucuita","10","2020-10",0,0,0
"20224","San Juan Yucuita","11","2020-11",1,0,0
"20224","San Juan Yucuita","12","2020-12",0,0,0
"20226","San Lorenzo Albarradas","1","2021-01",3,0,1
"20226","San Lorenzo Albarradas","11","2020-11",1,0,0
"20226","San Lorenzo Albarradas","12","2020-12",0,0,0
"20227","San Lorenzo Cacaotepec","1","2021-01",56,1,3
"20227","San Lorenzo Cacaotepec","2","2020-02",0,0,0
"20227","San Lorenzo Cacaotepec","3","2020-03",0,0,0
"20227","San Lorenzo Cacaotepec","4","2020-04",1,0,0
"20227","San Lorenzo Cacaotepec","5","2020-05",19,1,0
"20227","San Lorenzo Cacaotepec","6","2020-06",50,1,12
"20227","San Lorenzo Cacaotepec","7","2020-07",27,4,3
"20227","San Lorenzo Cacaotepec","8","2020-08",34,1,3
"20227","San Lorenzo Cacaotepec","9","2020-09",41,1,2
"20227","San Lorenzo Cacaotepec","10","2020-10",20,0,6
"20227","San Lorenzo Cacaotepec","11","2020-11",28,3,3
"20227","San Lorenzo Cacaotepec","12","2020-12",44,0,1
"20229","San Lorenzo Texmelúcan","1","2021-01",0,0,0
"20229","San Lorenzo Texmelúcan","6","2020-06",1,0,0
"20229","San Lorenzo Texmelúcan","7","2020-07",0,0,0
"20229","San Lorenzo Texmelúcan","8","2020-08",0,0,0
"20229","San Lorenzo Texmelúcan","9","2020-09",0,0,0
"20229","San Lorenzo Texmelúcan","10","2020-10",0,0,0
"20229","San Lorenzo Texmelúcan","11","2020-11",0,0,0
"20229","San Lorenzo Texmelúcan","12","2020-12",0,0,0
"20230","San Lorenzo Victoria","1","2021-01",1,0,0
"20230","San Lorenzo Victoria","4","2020-04",0,0,0
"20230","San Lorenzo Victoria","5","2020-05",2,0,0
"20230","San Lorenzo Victoria","6","2020-06",0,0,0
"20230","San Lorenzo Victoria","7","2020-07",0,0,0
"20230","San Lorenzo Victoria","8","2020-08",0,0,0
"20230","San Lorenzo Victoria","9","2020-09",0,0,0
"20230","San Lorenzo Victoria","10","2020-10",0,0,0
"20230","San Lorenzo Victoria","11","2020-11",0,0,0
"20230","San Lorenzo Victoria","12","2020-12",0,0,0
"20231","San Lucas Camotlán","1","2021-01",0,0,0
"20231","San Lucas Camotlán","6","2020-06",1,0,1
"20231","San Lucas Camotlán","7","2020-07",0,0,0
"20231","San Lucas Camotlán","8","2020-08",0,0,0
"20231","San Lucas Camotlán","9","2020-09",0,0,0
"20231","San Lucas Camotlán","10","2020-10",0,0,0
"20231","San Lucas Camotlán","11","2020-11",0,0,0
"20231","San Lucas Camotlán","12","2020-12",0,0,0
"20232","San Lucas Ojitlán","1","2020-01",0,0,0
"20232","San Lucas Ojitlán","1","2021-01",5,0,4
"20232","San Lucas Ojitlán","2","2020-02",0,0,0
"20232","San Lucas Ojitlán","3","2020-03",0,0,0
"20232","San Lucas Ojitlán","4","2020-04",0,0,0
"20232","San Lucas Ojitlán","5","2020-05",4,2,2
"20232","San Lucas Ojitlán","6","2020-06",8,2,4
"20232","San Lucas Ojitlán","7","2020-07",12,4,4
"20232","San Lucas Ojitlán","8","2020-08",11,0,1
"20232","San Lucas Ojitlán","9","2020-09",4,1,2
"20232","San Lucas Ojitlán","10","2020-10",0,0,0
"20232","San Lucas Ojitlán","11","2020-11",1,0,0
"20232","San Lucas Ojitlán","12","2020-12",3,0,1
"20233","San Lucas Quiaviní","1","2021-01",0,0,0
"20233","San Lucas Quiaviní","8","2020-08",0,0,0
"20233","San Lucas Quiaviní","9","2020-09",0,0,0
"20233","San Lucas Quiaviní","10","2020-10",0,0,0
"20233","San Lucas Quiaviní","11","2020-11",0,0,0
"20233","San Lucas Quiaviní","12","2020-12",0,0,0
"20234","San Lucas Zoquiápam","1","2021-01",0,0,0
"20234","San Lucas Zoquiápam","10","2020-10",1,0,1
"20234","San Lucas Zoquiápam","11","2020-11",0,0,0
"20234","San Lucas Zoquiápam","12","2020-12",1,0,0
"20235","San Luis Amatlán","1","2021-01",0,0,0
"20235","San Luis Amatlán","12","2020-12",2,0,1
"20236","San Marcial Ozolotepec","1","2021-01",0,0,0
"20236","San Marcial Ozolotepec","7","2020-07",1,0,0
"20236","San Marcial Ozolotepec","8","2020-08",0,0,0
"20236","San Marcial Ozolotepec","9","2020-09",0,0,0
"20236","San Marcial Ozolotepec","10","2020-10",0,0,0
"20236","San Marcial Ozolotepec","11","2020-11",0,0,0
"20236","San Marcial Ozolotepec","12","2020-12",0,0,0
"20237","San Marcos Arteaga","1","2021-01",0,0,0
"20237","San Marcos Arteaga","6","2020-06",1,0,0
"20237","San Marcos Arteaga","7","2020-07",0,0,0
"20237","San Marcos Arteaga","8","2020-08",0,0,0
"20237","San Marcos Arteaga","9","2020-09",0,0,0
"20237","San Marcos Arteaga","10","2020-10",1,0,0
"20237","San Marcos Arteaga","11","2020-11",1,0,0
"20237","San Marcos Arteaga","12","2020-12",1,0,1
"20238","San Martín de los Cansecos","1","2021-01",0,0,0
"20238","San Martín de los Cansecos","6","2020-06",1,0,0
"20238","San Martín de los Cansecos","7","2020-07",0,0,0
"20238","San Martín de los Cansecos","8","2020-08",0,0,0
"20238","San Martín de los Cansecos","9","2020-09",0,0,0
"20238","San Martín de los Cansecos","10","2020-10",0,0,0
"20238","San Martín de los Cansecos","11","2020-11",0,0,0
"20238","San Martín de los Cansecos","12","2020-12",0,0,0
"20239","San Martín Huamelúlpam","1","2021-01",1,1,1
"20239","San Martín Huamelúlpam","11","2020-11",1,0,0
"20239","San Martín Huamelúlpam","12","2020-12",0,0,0
"20240","San Martín Itunyoso","1","2021-01",0,0,0
"20240","San Martín Itunyoso","9","2020-09",1,0,1
"20240","San Martín Itunyoso","10","2020-10",0,0,0
"20240","San Martín Itunyoso","11","2020-11",1,0,0
"20240","San Martín Itunyoso","12","2020-12",0,0,0
"20241","San Martín Lachilá","1","2021-01",0,1,0
"20241","San Martín Lachilá","7","2020-07",1,0,0
"20241","San Martín Lachilá","8","2020-08",1,1,1
"20241","San Martín Lachilá","9","2020-09",0,0,0
"20241","San Martín Lachilá","10","2020-10",0,0,0
"20241","San Martín Lachilá","11","2020-11",2,0,1
"20241","San Martín Lachilá","12","2020-12",0,0,0
"20242","San Martín Peras","1","2021-01",0,0,0
"20242","San Martín Peras","7","2020-07",2,1,1
"20242","San Martín Peras","8","2020-08",0,0,0
"20242","San Martín Peras","9","2020-09",0,0,0
"20242","San Martín Peras","10","2020-10",1,1,0
"20242","San Martín Peras","11","2020-11",0,0,0
"20242","San Martín Peras","12","2020-12",0,0,0
"20243","San Martín Tilcajete","1","2021-01",1,0,0
"20243","San Martín Tilcajete","7","2020-07",3,0,2
"20243","San Martín Tilcajete","8","2020-08",0,0,0
"20243","San Martín Tilcajete","9","2020-09",1,0,0
"20243","San Martín Tilcajete","10","2020-10",0,0,0
"20243","San Martín Tilcajete","11","2020-11",1,0,0
"20243","San Martín Tilcajete","12","2020-12",3,1,1
"20244","San Martín Toxpalan","1","2021-01",7,1,3
"20244","San Martín Toxpalan","5","2020-05",2,0,0
"20244","San Martín Toxpalan","6","2020-06",1,1,1
"20244","San Martín Toxpalan","7","2020-07",0,0,0
"20244","San Martín Toxpalan","8","2020-08",2,0,1
"20244","San Martín Toxpalan","9","2020-09",0,0,0
"20244","San Martín Toxpalan","10","2020-10",0,0,0
"20244","San Martín Toxpalan","11","2020-11",0,0,0
"20244","San Martín Toxpalan","12","2020-12",0,0,0
"20245","San Martín Zacatepec","1","2021-01",0,0,0
"20245","San Martín Zacatepec","11","2020-11",1,0,0
"20245","San Martín Zacatepec","12","2020-12",0,0,0
"20247","Capulálpam de Méndez","1","2021-01",1,0,0
"20247","Capulálpam de Méndez","5","2020-05",1,0,1
"20247","Capulálpam de Méndez","6","2020-06",0,0,0
"20247","Capulálpam de Méndez","7","2020-07",0,0,0
"20247","Capulálpam de Méndez","8","2020-08",0,0,0
"20247","Capulálpam de Méndez","9","2020-09",0,0,0
"20247","Capulálpam de Méndez","10","2020-10",0,0,0
"20247","Capulálpam de Méndez","11","2020-11",10,0,4
"20247","Capulálpam de Méndez","12","2020-12",8,2,0
"20248","San Mateo del Mar","1","2021-01",1,1,1
"20248","San Mateo del Mar","7","2020-07",2,1,1
"20248","San Mateo del Mar","8","2020-08",1,0,1
"20248","San Mateo del Mar","9","2020-09",1,0,0
"20248","San Mateo del Mar","10","2020-10",1,0,0
"20248","San Mateo del Mar","11","2020-11",0,0,0
"20248","San Mateo del Mar","12","2020-12",0,0,0
"20249","San Mateo Yoloxochitlán","1","2021-01",0,0,0
"20249","San Mateo Yoloxochitlán","6","2020-06",0,0,0
"20249","San Mateo Yoloxochitlán","7","2020-07",1,0,0
"20249","San Mateo Yoloxochitlán","8","2020-08",1,1,1
"20249","San Mateo Yoloxochitlán","9","2020-09",0,0,0
"20249","San Mateo Yoloxochitlán","10","2020-10",0,0,0
"20249","San Mateo Yoloxochitlán","11","2020-11",0,0,0
"20249","San Mateo Yoloxochitlán","12","2020-12",0,0,0
"20250","San Mateo Etlatongo","1","2021-01",0,0,0
"20250","San Mateo Etlatongo","5","2020-05",0,0,0
"20250","San Mateo Etlatongo","6","2020-06",0,0,0
"20250","San Mateo Etlatongo","7","2020-07",0,0,0
"20250","San Mateo Etlatongo","8","2020-08",0,0,0
"20250","San Mateo Etlatongo","9","2020-09",0,0,0
"20250","San Mateo Etlatongo","10","2020-10",1,0,0
"20250","San Mateo Etlatongo","11","2020-11",0,0,0
"20250","San Mateo Etlatongo","12","2020-12",0,0,0
"20251","San Mateo Nejápam","1","2021-01",5,0,2
"20252","San Mateo Peñasco","1","2021-01",1,0,1
"20252","San Mateo Peñasco","9","2020-09",1,0,0
"20252","San Mateo Peñasco","10","2020-10",0,0,0
"20252","San Mateo Peñasco","11","2020-11",0,0,0
"20252","San Mateo Peñasco","12","2020-12",0,0,0
"20254","San Mateo Río Hondo","1","2021-01",1,0,0
"20254","San Mateo Río Hondo","3","2020-03",1,0,0
"20254","San Mateo Río Hondo","4","2020-04",0,0,0
"20254","San Mateo Río Hondo","5","2020-05",0,0,0
"20254","San Mateo Río Hondo","6","2020-06",2,0,2
"20254","San Mateo Río Hondo","7","2020-07",1,1,0
"20254","San Mateo Río Hondo","8","2020-08",1,0,1
"20254","San Mateo Río Hondo","9","2020-09",1,0,0
"20254","San Mateo Río Hondo","10","2020-10",0,0,0
"20254","San Mateo Río Hondo","11","2020-11",1,0,0
"20254","San Mateo Río Hondo","12","2020-12",1,0,0
"20255","San Mateo Sindihui","1","2021-01",0,0,0
"20255","San Mateo Sindihui","12","2020-12",1,0,0
"20256","San Mateo Tlapiltepec","1","2021-01",0,0,0
"20256","San Mateo Tlapiltepec","6","2020-06",4,0,0
"20256","San Mateo Tlapiltepec","7","2020-07",0,0,0
"20256","San Mateo Tlapiltepec","8","2020-08",0,0,0
"20256","San Mateo Tlapiltepec","9","2020-09",0,0,0
"20256","San Mateo Tlapiltepec","10","2020-10",0,0,0
"20256","San Mateo Tlapiltepec","11","2020-11",0,0,0
"20256","San Mateo Tlapiltepec","12","2020-12",0,0,0
"20258","San Miguel Achiutla","1","2021-01",0,0,0
"20258","San Miguel Achiutla","11","2020-11",1,0,0
"20258","San Miguel Achiutla","12","2020-12",0,0,0
"20259","San Miguel Ahuehuetitlán","1","2021-01",0,0,0
"20259","San Miguel Ahuehuetitlán","7","2020-07",1,0,1
"20259","San Miguel Ahuehuetitlán","8","2020-08",1,1,1
"20259","San Miguel Ahuehuetitlán","9","2020-09",0,0,0
"20259","San Miguel Ahuehuetitlán","10","2020-10",0,0,0
"20259","San Miguel Ahuehuetitlán","11","2020-11",0,0,0
"20259","San Miguel Ahuehuetitlán","12","2020-12",0,0,0
"20260","San Miguel Aloápam","1","2021-01",0,0,0
"20260","San Miguel Aloápam","6","2020-06",0,0,0
"20260","San Miguel Aloápam","7","2020-07",0,0,0
"20260","San Miguel Aloápam","8","2020-08",1,0,1
"20260","San Miguel Aloápam","9","2020-09",0,0,0
"20260","San Miguel Aloápam","10","2020-10",0,0,0
"20260","San Miguel Aloápam","11","2020-11",0,0,0
"20260","San Miguel Aloápam","12","2020-12",0,0,0
"20261","San Miguel Amatitlán","1","2021-01",3,0,1
"20261","San Miguel Amatitlán","2","2020-02",0,0,0
"20261","San Miguel Amatitlán","3","2020-03",0,0,0
"20261","San Miguel Amatitlán","4","2020-04",0,0,0
"20261","San Miguel Amatitlán","5","2020-05",0,0,0
"20261","San Miguel Amatitlán","6","2020-06",0,0,0
"20261","San Miguel Amatitlán","7","2020-07",0,0,0
"20261","San Miguel Amatitlán","8","2020-08",0,0,0
"20261","San Miguel Amatitlán","9","2020-09",0,0,0
"20261","San Miguel Amatitlán","10","2020-10",1,0,1
"20261","San Miguel Amatitlán","11","2020-11",2,1,2
"20261","San Miguel Amatitlán","12","2020-12",1,0,0
"20262","San Miguel Amatlán","1","2021-01",4,0,0
"20262","San Miguel Amatlán","9","2020-09",1,0,0
"20262","San Miguel Amatlán","10","2020-10",0,0,0
"20262","San Miguel Amatlán","11","2020-11",0,0,0
"20262","San Miguel Amatlán","12","2020-12",0,0,0
"20263","San Miguel Coatlán","1","2021-01",2,1,1
"20263","San Miguel Coatlán","7","2020-07",2,0,0
"20263","San Miguel Coatlán","8","2020-08",0,0,0
"20263","San Miguel Coatlán","9","2020-09",0,0,0
"20263","San Miguel Coatlán","10","2020-10",0,0,0
"20263","San Miguel Coatlán","11","2020-11",0,0,0
"20263","San Miguel Coatlán","12","2020-12",0,0,0
"20264","San Miguel Chicahua","1","2021-01",0,0,0
"20265","San Miguel Chimalapa","1","2021-01",2,1,2
"20265","San Miguel Chimalapa","6","2020-06",1,0,1
"20265","San Miguel Chimalapa","7","2020-07",2,1,1
"20265","San Miguel Chimalapa","8","2020-08",3,1,1
"20265","San Miguel Chimalapa","9","2020-09",1,0,0
"20265","San Miguel Chimalapa","10","2020-10",0,0,0
"20265","San Miguel Chimalapa","11","2020-11",0,0,0
"20265","San Miguel Chimalapa","12","2020-12",0,0,0
"20266","San Miguel del Puerto","1","2021-01",5,0,0
"20266","San Miguel del Puerto","6","2020-06",2,0,2
"20266","San Miguel del Puerto","7","2020-07",0,0,0
"20266","San Miguel del Puerto","8","2020-08",1,0,0
"20266","San Miguel del Puerto","9","2020-09",1,0,0
"20266","San Miguel del Puerto","10","2020-10",1,0,1
"20266","San Miguel del Puerto","11","2020-11",1,0,0
"20266","San Miguel del Puerto","12","2020-12",1,0,0
"20268","San Miguel Ejutla","1","2021-01",4,0,0
"20268","San Miguel Ejutla","3","2020-03",0,0,0
"20268","San Miguel Ejutla","4","2020-04",0,0,0
"20268","San Miguel Ejutla","5","2020-05",0,0,0
"20268","San Miguel Ejutla","6","2020-06",2,0,0
"20268","San Miguel Ejutla","7","2020-07",2,0,0
"20268","San Miguel Ejutla","8","2020-08",0,0,0
"20268","San Miguel Ejutla","9","2020-09",0,0,0
"20268","San Miguel Ejutla","10","2020-10",0,0,0
"20268","San Miguel Ejutla","11","2020-11",0,0,0
"20268","San Miguel Ejutla","12","2020-12",1,0,0
"20269","San Miguel el Grande","1","2021-01",6,0,0
"20269","San Miguel el Grande","4","2020-04",1,0,1
"20269","San Miguel el Grande","5","2020-05",1,0,0
"20269","San Miguel el Grande","6","2020-06",1,0,1
"20269","San Miguel el Grande","7","2020-07",2,0,1
"20269","San Miguel el Grande","8","2020-08",0,0,0
"20269","San Miguel el Grande","9","2020-09",1,0,0
"20269","San Miguel el Grande","10","2020-10",5,0,1
"20269","San Miguel el Grande","11","2020-11",0,0,0
"20269","San Miguel el Grande","12","2020-12",2,0,0
"20270","San Miguel Huautla","1","2021-01",3,0,1
"20270","San Miguel Huautla","5","2020-05",1,1,1
"20270","San Miguel Huautla","6","2020-06",0,0,0
"20270","San Miguel Huautla","7","2020-07",0,0,0
"20270","San Miguel Huautla","8","2020-08",0,0,0
"20270","San Miguel Huautla","9","2020-09",0,0,0
"20270","San Miguel Huautla","10","2020-10",0,0,0
"20270","San Miguel Huautla","11","2020-11",0,0,0
"20270","San Miguel Huautla","12","2020-12",0,0,0
"20271","San Miguel Mixtepec","1","2021-01",1,0,0
"20271","San Miguel Mixtepec","7","2020-07",1,0,1
"20271","San Miguel Mixtepec","8","2020-08",0,0,0
"20271","San Miguel Mixtepec","9","2020-09",0,0,0
"20271","San Miguel Mixtepec","10","2020-10",1,0,1
"20271","San Miguel Mixtepec","11","2020-11",0,0,0
"20271","San Miguel Mixtepec","12","2020-12",0,0,0
"20272","San Miguel Panixtlahuaca","1","2021-01",1,0,1
"20272","San Miguel Panixtlahuaca","7","2020-07",1,0,1
"20272","San Miguel Panixtlahuaca","8","2020-08",0,0,0
"20272","San Miguel Panixtlahuaca","9","2020-09",0,0,0
"20272","San Miguel Panixtlahuaca","10","2020-10",3,0,1
"20272","San Miguel Panixtlahuaca","11","2020-11",0,0,0
"20272","San Miguel Panixtlahuaca","12","2020-12",0,0,0
"20273","San Miguel Peras","1","2021-01",1,0,0
"20275","San Miguel Quetzaltepec","1","2021-01",0,0,0
"20275","San Miguel Quetzaltepec","9","2020-09",1,0,1
"20275","San Miguel Quetzaltepec","10","2020-10",0,0,0
"20275","San Miguel Quetzaltepec","11","2020-11",0,0,0
"20275","San Miguel Quetzaltepec","12","2020-12",0,0,0
"20277","Villa Sola de Vega","1","2021-01",4,1,0
"20277","Villa Sola de Vega","5","2020-05",1,0,0
"20277","Villa Sola de Vega","6","2020-06",4,0,3
"20277","Villa Sola de Vega","7","2020-07",0,1,0
"20277","Villa Sola de Vega","8","2020-08",1,0,0
"20277","Villa Sola de Vega","9","2020-09",3,0,0
"20277","Villa Sola de Vega","10","2020-10",1,0,1
"20277","Villa Sola de Vega","11","2020-11",5,0,0
"20277","Villa Sola de Vega","12","2020-12",7,0,1
"20278","San Miguel Soyaltepec","1","2021-01",5,0,1
"20278","San Miguel Soyaltepec","4","2020-04",1,0,0
"20278","San Miguel Soyaltepec","5","2020-05",1,1,1
"20278","San Miguel Soyaltepec","6","2020-06",6,2,5
"20278","San Miguel Soyaltepec","7","2020-07",15,1,5
"20278","San Miguel Soyaltepec","8","2020-08",4,1,3
"20278","San Miguel Soyaltepec","9","2020-09",4,0,4
"20278","San Miguel Soyaltepec","10","2020-10",0,0,0
"20278","San Miguel Soyaltepec","11","2020-11",2,0,1
"20278","San Miguel Soyaltepec","12","2020-12",0,0,0
"20279","San Miguel Suchixtepec","1","2021-01",0,0,0
"20279","San Miguel Suchixtepec","8","2020-08",1,0,0
"20279","San Miguel Suchixtepec","9","2020-09",0,0,0
