"imun","mun","idmes","mes","asegurados"
"20422","Santa María Nativitas","201908","2019-08",1
"20422","Santa María Nativitas","201909","2019-09",1
"20422","Santa María Nativitas","201910","2019-10",1
"20426","Santa María Peñoles","201901","2019-01",6
"20426","Santa María Peñoles","201902","2019-02",4
"20426","Santa María Peñoles","201903","2019-03",4
"20426","Santa María Peñoles","201904","2019-04",4
"20426","Santa María Peñoles","201905","2019-05",4
"20426","Santa María Peñoles","201906","2019-06",4
"20426","Santa María Peñoles","201907","2019-07",4
"20426","Santa María Peñoles","202001","2020-01",4
"20427","Santa María Petapa","201901","2019-01",37
"20427","Santa María Petapa","201902","2019-02",31
"20427","Santa María Petapa","201903","2019-03",34
"20427","Santa María Petapa","201904","2019-04",32
"20427","Santa María Petapa","201905","2019-05",62
"20427","Santa María Petapa","201906","2019-06",49
"20427","Santa María Petapa","201907","2019-07",50
"20427","Santa María Petapa","201908","2019-08",49
"20427","Santa María Petapa","201909","2019-09",36
"20427","Santa María Petapa","201910","2019-10",35
"20427","Santa María Petapa","201911","2019-11",42
"20427","Santa María Petapa","201912","2019-12",39
"20427","Santa María Petapa","202001","2020-01",58
"20427","Santa María Petapa","202002","2020-02",53
"20427","Santa María Petapa","202003","2020-03",54
"20427","Santa María Petapa","202004","2020-04",38
"20427","Santa María Petapa","202005","2020-05",42
"20427","Santa María Petapa","202006","2020-06",45
"20427","Santa María Petapa","202007","2020-07",37
"20427","Santa María Petapa","202008","2020-08",38
"20427","Santa María Petapa","202009","2020-09",38
"20427","Santa María Petapa","202010","2020-10",39
"20428","Santa María Quiegolani","201901","2019-01",4
"20428","Santa María Quiegolani","201902","2019-02",1
"20428","Santa María Quiegolani","202009","2020-09",6
"20429","Santa María Sola","201908","2019-08",2
"20429","Santa María Sola","201910","2019-10",4
"20430","Santa María Tataltepec","201901","2019-01",9
"20430","Santa María Tataltepec","201902","2019-02",9
"20430","Santa María Tataltepec","201903","2019-03",2
"20430","Santa María Tataltepec","201904","2019-04",2
"20430","Santa María Tataltepec","201905","2019-05",2
"20430","Santa María Tataltepec","201906","2019-06",11
"20430","Santa María Tataltepec","201907","2019-07",12
"20430","Santa María Tataltepec","201908","2019-08",11
"20430","Santa María Tataltepec","201909","2019-09",10
"20430","Santa María Tataltepec","201910","2019-10",9
"20430","Santa María Tataltepec","201911","2019-11",9
"20430","Santa María Tataltepec","201912","2019-12",10
"20430","Santa María Tataltepec","202001","2020-01",10
"20430","Santa María Tataltepec","202002","2020-02",3
"20430","Santa María Tataltepec","202003","2020-03",3
"20430","Santa María Tataltepec","202004","2020-04",2
"20430","Santa María Tataltepec","202005","2020-05",2
"20430","Santa María Tataltepec","202006","2020-06",2
"20430","Santa María Tataltepec","202007","2020-07",2
"20431","Santa María Tecomavaca","201901","2019-01",0
"20431","Santa María Tecomavaca","201902","2019-02",0
"20431","Santa María Tecomavaca","201903","2019-03",0
"20431","Santa María Tecomavaca","201904","2019-04",0
"20431","Santa María Tecomavaca","201905","2019-05",0
"20431","Santa María Tecomavaca","201906","2019-06",0
"20431","Santa María Tecomavaca","201907","2019-07",0
"20431","Santa María Tecomavaca","201908","2019-08",0
"20431","Santa María Tecomavaca","201909","2019-09",0
"20431","Santa María Tecomavaca","201910","2019-10",0
"20431","Santa María Tecomavaca","201911","2019-11",0
"20431","Santa María Tecomavaca","201912","2019-12",0
"20431","Santa María Tecomavaca","202001","2020-01",0
"20431","Santa María Tecomavaca","202002","2020-02",0
"20431","Santa María Tecomavaca","202003","2020-03",0
"20431","Santa María Tecomavaca","202004","2020-04",0
"20431","Santa María Tecomavaca","202005","2020-05",0
"20431","Santa María Tecomavaca","202006","2020-06",0
"20431","Santa María Tecomavaca","202007","2020-07",0
"20431","Santa María Tecomavaca","202008","2020-08",0
"20431","Santa María Tecomavaca","202009","2020-09",0
"20431","Santa María Tecomavaca","202010","2020-10",0
"20433","Santa María Temaxcaltepec","201903","2019-03",7
"20434","Santa María Teopoxco","201906","2019-06",7
"20434","Santa María Teopoxco","201907","2019-07",7
"20434","Santa María Teopoxco","201910","2019-10",5
"20434","Santa María Teopoxco","201911","2019-11",5
"20435","Santa María Tepantlali","201901","2019-01",4
"20435","Santa María Tepantlali","201902","2019-02",4
"20435","Santa María Tepantlali","201903","2019-03",4
"20435","Santa María Tepantlali","201904","2019-04",4
"20435","Santa María Tepantlali","201905","2019-05",4
"20435","Santa María Tepantlali","201906","2019-06",4
"20435","Santa María Tepantlali","201907","2019-07",4
"20435","Santa María Tepantlali","201908","2019-08",4
"20435","Santa María Tepantlali","201909","2019-09",4
"20435","Santa María Tepantlali","201910","2019-10",5
"20435","Santa María Tepantlali","201911","2019-11",6
"20435","Santa María Tepantlali","201912","2019-12",5
"20435","Santa María Tepantlali","202001","2020-01",5
"20435","Santa María Tepantlali","202002","2020-02",5
"20435","Santa María Tepantlali","202003","2020-03",5
"20435","Santa María Tepantlali","202004","2020-04",5
"20435","Santa María Tepantlali","202005","2020-05",5
"20435","Santa María Tepantlali","202006","2020-06",5
"20435","Santa María Tepantlali","202007","2020-07",5
"20435","Santa María Tepantlali","202008","2020-08",5
"20435","Santa María Tepantlali","202009","2020-09",5
"20435","Santa María Tepantlali","202010","2020-10",5
"20437","Santa María Tlahuitoltepec","201901","2019-01",45
"20437","Santa María Tlahuitoltepec","201902","2019-02",35
"20437","Santa María Tlahuitoltepec","201903","2019-03",53
"20437","Santa María Tlahuitoltepec","201904","2019-04",35
"20437","Santa María Tlahuitoltepec","201905","2019-05",20
"20437","Santa María Tlahuitoltepec","201906","2019-06",16
"20437","Santa María Tlahuitoltepec","201907","2019-07",19
"20437","Santa María Tlahuitoltepec","201908","2019-08",29
"20437","Santa María Tlahuitoltepec","201909","2019-09",45
"20437","Santa María Tlahuitoltepec","201910","2019-10",35
"20437","Santa María Tlahuitoltepec","201911","2019-11",42
"20437","Santa María Tlahuitoltepec","201912","2019-12",36
"20437","Santa María Tlahuitoltepec","202001","2020-01",20
"20437","Santa María Tlahuitoltepec","202002","2020-02",10
"20437","Santa María Tlahuitoltepec","202003","2020-03",14
"20437","Santa María Tlahuitoltepec","202004","2020-04",15
"20437","Santa María Tlahuitoltepec","202005","2020-05",13
"20437","Santa María Tlahuitoltepec","202006","2020-06",10
"20437","Santa María Tlahuitoltepec","202007","2020-07",10
"20437","Santa María Tlahuitoltepec","202008","2020-08",33
"20437","Santa María Tlahuitoltepec","202009","2020-09",10
"20437","Santa María Tlahuitoltepec","202010","2020-10",12
"20439","Santa María Tonameca","201901","2019-01",107
"20439","Santa María Tonameca","201902","2019-02",112
"20439","Santa María Tonameca","201903","2019-03",91
"20439","Santa María Tonameca","201904","2019-04",90
"20439","Santa María Tonameca","201905","2019-05",87
"20439","Santa María Tonameca","201906","2019-06",85
"20439","Santa María Tonameca","201907","2019-07",107
"20439","Santa María Tonameca","201908","2019-08",108
"20439","Santa María Tonameca","201909","2019-09",105
"20439","Santa María Tonameca","201910","2019-10",107
"20439","Santa María Tonameca","201911","2019-11",105
"20439","Santa María Tonameca","201912","2019-12",99
"20439","Santa María Tonameca","202001","2020-01",119
"20439","Santa María Tonameca","202002","2020-02",126
"20439","Santa María Tonameca","202003","2020-03",129
"20439","Santa María Tonameca","202004","2020-04",108
"20439","Santa María Tonameca","202005","2020-05",109
"20439","Santa María Tonameca","202006","2020-06",106
"20439","Santa María Tonameca","202007","2020-07",111
"20439","Santa María Tonameca","202008","2020-08",119
"20439","Santa María Tonameca","202009","2020-09",120
"20439","Santa María Tonameca","202010","2020-10",121
"20440","Santa María Totolapilla","202008","2020-08",18
"20440","Santa María Totolapilla","202009","2020-09",26
"20440","Santa María Totolapilla","202010","2020-10",25
"20441","Santa María Xadani","201901","2019-01",14
"20441","Santa María Xadani","201902","2019-02",4
"20441","Santa María Xadani","201903","2019-03",3
"20441","Santa María Xadani","201904","2019-04",2
"20441","Santa María Xadani","201905","2019-05",1
"20441","Santa María Xadani","201906","2019-06",1
"20441","Santa María Xadani","201907","2019-07",1
"20441","Santa María Xadani","201908","2019-08",1
"20441","Santa María Xadani","201909","2019-09",1
"20441","Santa María Xadani","201910","2019-10",1
"20441","Santa María Xadani","201911","2019-11",1
"20441","Santa María Xadani","201912","2019-12",1
"20441","Santa María Xadani","202001","2020-01",1
"20441","Santa María Xadani","202004","2020-04",1
"20441","Santa María Xadani","202005","2020-05",1
"20441","Santa María Xadani","202006","2020-06",1
"20441","Santa María Xadani","202007","2020-07",1
"20441","Santa María Xadani","202008","2020-08",1
"20441","Santa María Xadani","202009","2020-09",1
"20441","Santa María Xadani","202010","2020-10",1
"20445","Santa María Yosoyúa","201901","2019-01",1
"20445","Santa María Yosoyúa","201902","2019-02",2
"20445","Santa María Yosoyúa","201903","2019-03",1
"20445","Santa María Yosoyúa","201904","2019-04",1
"20446","Santa María Yucuhiti","201910","2019-10",16
"20446","Santa María Yucuhiti","201911","2019-11",18
"20446","Santa María Yucuhiti","201912","2019-12",9
"20446","Santa María Yucuhiti","202001","2020-01",3
"20446","Santa María Yucuhiti","202002","2020-02",3
"20446","Santa María Yucuhiti","202003","2020-03",3
"20446","Santa María Yucuhiti","202004","2020-04",3
"20446","Santa María Yucuhiti","202005","2020-05",3
"20446","Santa María Yucuhiti","202006","2020-06",3
"20446","Santa María Yucuhiti","202007","2020-07",3
"20446","Santa María Yucuhiti","202008","2020-08",3
"20446","Santa María Yucuhiti","202009","2020-09",3
"20446","Santa María Yucuhiti","202010","2020-10",3
"20447","Santa María Zacatepec","201901","2019-01",68
"20447","Santa María Zacatepec","201902","2019-02",65
"20447","Santa María Zacatepec","201903","2019-03",45
"20447","Santa María Zacatepec","201904","2019-04",43
"20447","Santa María Zacatepec","201905","2019-05",40
"20447","Santa María Zacatepec","201906","2019-06",38
"20447","Santa María Zacatepec","201907","2019-07",39
"20447","Santa María Zacatepec","201908","2019-08",41
"20447","Santa María Zacatepec","201909","2019-09",49
"20447","Santa María Zacatepec","201910","2019-10",49
"20447","Santa María Zacatepec","201911","2019-11",63
"20447","Santa María Zacatepec","201912","2019-12",62
"20447","Santa María Zacatepec","202001","2020-01",61
"20447","Santa María Zacatepec","202002","2020-02",63
"20447","Santa María Zacatepec","202003","2020-03",65
"20447","Santa María Zacatepec","202004","2020-04",65
"20447","Santa María Zacatepec","202005","2020-05",64
"20447","Santa María Zacatepec","202006","2020-06",64
"20447","Santa María Zacatepec","202007","2020-07",63
"20447","Santa María Zacatepec","202008","2020-08",65
"20447","Santa María Zacatepec","202009","2020-09",157
"20447","Santa María Zacatepec","202010","2020-10",75
"20449","Santa María Zoquitlán","201901","2019-01",9
"20449","Santa María Zoquitlán","201902","2019-02",4
"20449","Santa María Zoquitlán","201903","2019-03",4
"20449","Santa María Zoquitlán","201904","2019-04",4
"20449","Santa María Zoquitlán","201905","2019-05",8
"20449","Santa María Zoquitlán","201906","2019-06",8
"20449","Santa María Zoquitlán","201907","2019-07",29
"20449","Santa María Zoquitlán","201908","2019-08",19
"20449","Santa María Zoquitlán","201909","2019-09",10
"20449","Santa María Zoquitlán","201910","2019-10",4
"20449","Santa María Zoquitlán","201911","2019-11",9
"20449","Santa María Zoquitlán","201912","2019-12",9
"20449","Santa María Zoquitlán","202001","2020-01",4
"20449","Santa María Zoquitlán","202002","2020-02",4
"20449","Santa María Zoquitlán","202003","2020-03",4
"20449","Santa María Zoquitlán","202004","2020-04",4
"20449","Santa María Zoquitlán","202005","2020-05",4
"20449","Santa María Zoquitlán","202006","2020-06",4
"20449","Santa María Zoquitlán","202007","2020-07",4
"20449","Santa María Zoquitlán","202008","2020-08",4
"20449","Santa María Zoquitlán","202009","2020-09",4
"20449","Santa María Zoquitlán","202010","2020-10",4
"20450","Santiago Amoltepec","202008","2020-08",3
"20450","Santiago Amoltepec","202009","2020-09",3
"20451","Santiago Apoala","202001","2020-01",2
"20453","Santiago Astata","201901","2019-01",7
"20453","Santiago Astata","201902","2019-02",7
"20453","Santiago Astata","201903","2019-03",7
"20453","Santiago Astata","201904","2019-04",8
"20453","Santiago Astata","201905","2019-05",8
"20453","Santiago Astata","201906","2019-06",3
"20453","Santiago Astata","201907","2019-07",3
"20453","Santiago Astata","201908","2019-08",4
"20453","Santiago Astata","201909","2019-09",4
"20453","Santiago Astata","201910","2019-10",4
"20453","Santiago Astata","201911","2019-11",4
"20453","Santiago Astata","201912","2019-12",4
"20453","Santiago Astata","202001","2020-01",4
"20453","Santiago Astata","202002","2020-02",3
"20453","Santiago Astata","202003","2020-03",3
"20453","Santiago Astata","202004","2020-04",3
"20453","Santiago Astata","202005","2020-05",3
"20453","Santiago Astata","202006","2020-06",2
"20453","Santiago Astata","202007","2020-07",2
"20453","Santiago Astata","202008","2020-08",2
"20453","Santiago Astata","202009","2020-09",2
"20453","Santiago Astata","202010","2020-10",2
"20456","Santiago Cacaloxtepec","201911","2019-11",6
"20457","Santiago Camotlán","202008","2020-08",6
"20457","Santiago Camotlán","202009","2020-09",9
"20457","Santiago Camotlán","202010","2020-10",3
"20458","Santiago Comaltepec","201909","2019-09",11
"20458","Santiago Comaltepec","201910","2019-10",17
"20458","Santiago Comaltepec","201911","2019-11",17
"20458","Santiago Comaltepec","201912","2019-12",19
"20458","Santiago Comaltepec","202001","2020-01",29
"20458","Santiago Comaltepec","202002","2020-02",29
"20458","Santiago Comaltepec","202007","2020-07",9
"20458","Santiago Comaltepec","202008","2020-08",9
"20458","Santiago Comaltepec","202009","2020-09",9
"20458","Santiago Comaltepec","202010","2020-10",5
"20459","Villa de Santiago Chazumba","201901","2019-01",1
"20459","Villa de Santiago Chazumba","201902","2019-02",1
"20459","Villa de Santiago Chazumba","201903","2019-03",1
"20459","Villa de Santiago Chazumba","201907","2019-07",1
"20459","Villa de Santiago Chazumba","201908","2019-08",1
"20459","Villa de Santiago Chazumba","201909","2019-09",1
"20459","Villa de Santiago Chazumba","201910","2019-10",2
"20459","Villa de Santiago Chazumba","201911","2019-11",9
"20459","Villa de Santiago Chazumba","201912","2019-12",9
"20459","Villa de Santiago Chazumba","202001","2020-01",19
"20459","Villa de Santiago Chazumba","202002","2020-02",26
"20459","Villa de Santiago Chazumba","202003","2020-03",29
"20459","Villa de Santiago Chazumba","202004","2020-04",30
"20459","Villa de Santiago Chazumba","202005","2020-05",7
"20459","Villa de Santiago Chazumba","202006","2020-06",7
"20459","Villa de Santiago Chazumba","202007","2020-07",7
"20459","Villa de Santiago Chazumba","202008","2020-08",7
"20459","Villa de Santiago Chazumba","202009","2020-09",7
"20459","Villa de Santiago Chazumba","202010","2020-10",8
"20460","Santiago Choápam","202007","2020-07",1
"20461","Santiago del Río","201912","2019-12",10
"20462","Santiago Huajolotitlán","201901","2019-01",61
"20462","Santiago Huajolotitlán","201902","2019-02",59
"20462","Santiago Huajolotitlán","201903","2019-03",59
"20462","Santiago Huajolotitlán","201904","2019-04",60
"20462","Santiago Huajolotitlán","201905","2019-05",61
"20462","Santiago Huajolotitlán","201906","2019-06",61
"20462","Santiago Huajolotitlán","201907","2019-07",61
"20462","Santiago Huajolotitlán","201908","2019-08",62
"20462","Santiago Huajolotitlán","201909","2019-09",62
"20462","Santiago Huajolotitlán","201910","2019-10",62
"20462","Santiago Huajolotitlán","201911","2019-11",61
"20462","Santiago Huajolotitlán","201912","2019-12",61
"20462","Santiago Huajolotitlán","202001","2020-01",61
"20462","Santiago Huajolotitlán","202002","2020-02",58
"20462","Santiago Huajolotitlán","202003","2020-03",56
"20462","Santiago Huajolotitlán","202004","2020-04",56
"20462","Santiago Huajolotitlán","202005","2020-05",56
"20462","Santiago Huajolotitlán","202006","2020-06",56
"20462","Santiago Huajolotitlán","202007","2020-07",57
"20462","Santiago Huajolotitlán","202008","2020-08",59
"20462","Santiago Huajolotitlán","202009","2020-09",59
"20462","Santiago Huajolotitlán","202010","2020-10",60
"20466","Santiago Ixtayutla","201905","2019-05",10
"20466","Santiago Ixtayutla","201906","2019-06",21
"20466","Santiago Ixtayutla","201907","2019-07",5
"20466","Santiago Ixtayutla","201908","2019-08",5
"20466","Santiago Ixtayutla","202010","2020-10",5
"20467","Santiago Jamiltepec","201901","2019-01",91
"20467","Santiago Jamiltepec","201902","2019-02",92
"20467","Santiago Jamiltepec","201903","2019-03",81
"20467","Santiago Jamiltepec","201904","2019-04",80
"20467","Santiago Jamiltepec","201905","2019-05",80
"20467","Santiago Jamiltepec","201906","2019-06",82
"20467","Santiago Jamiltepec","201907","2019-07",82
"20467","Santiago Jamiltepec","201908","2019-08",82
"20467","Santiago Jamiltepec","201909","2019-09",83
"20467","Santiago Jamiltepec","201910","2019-10",87
"20467","Santiago Jamiltepec","201911","2019-11",84
"20467","Santiago Jamiltepec","201912","2019-12",84
"20467","Santiago Jamiltepec","202001","2020-01",81
"20467","Santiago Jamiltepec","202002","2020-02",82
"20467","Santiago Jamiltepec","202003","2020-03",82
"20467","Santiago Jamiltepec","202004","2020-04",77
"20467","Santiago Jamiltepec","202005","2020-05",74
"20467","Santiago Jamiltepec","202006","2020-06",72
"20467","Santiago Jamiltepec","202007","2020-07",85
"20467","Santiago Jamiltepec","202008","2020-08",82
"20467","Santiago Jamiltepec","202009","2020-09",81
"20467","Santiago Jamiltepec","202010","2020-10",75
"20468","Santiago Jocotepec","201903","2019-03",12
"20468","Santiago Jocotepec","201904","2019-04",12
"20468","Santiago Jocotepec","201905","2019-05",12
"20468","Santiago Jocotepec","201907","2019-07",1
"20468","Santiago Jocotepec","202010","2020-10",3
"20469","Santiago Juxtlahuaca","201901","2019-01",152
"20469","Santiago Juxtlahuaca","201902","2019-02",151
"20469","Santiago Juxtlahuaca","201903","2019-03",154
"20469","Santiago Juxtlahuaca","201904","2019-04",173
"20469","Santiago Juxtlahuaca","201905","2019-05",172
"20469","Santiago Juxtlahuaca","201906","2019-06",165
"20469","Santiago Juxtlahuaca","201907","2019-07",160
"20469","Santiago Juxtlahuaca","201908","2019-08",159
"20469","Santiago Juxtlahuaca","201909","2019-09",156
"20469","Santiago Juxtlahuaca","201910","2019-10",161
"20469","Santiago Juxtlahuaca","201911","2019-11",162
"20469","Santiago Juxtlahuaca","201912","2019-12",188
"20469","Santiago Juxtlahuaca","202001","2020-01",160
"20469","Santiago Juxtlahuaca","202002","2020-02",168
"20469","Santiago Juxtlahuaca","202003","2020-03",171
"20469","Santiago Juxtlahuaca","202004","2020-04",167
"20469","Santiago Juxtlahuaca","202005","2020-05",158
"20469","Santiago Juxtlahuaca","202006","2020-06",167
"20469","Santiago Juxtlahuaca","202007","2020-07",164
"20469","Santiago Juxtlahuaca","202008","2020-08",162
"20469","Santiago Juxtlahuaca","202009","2020-09",168
"20469","Santiago Juxtlahuaca","202010","2020-10",181
"20470","Santiago Lachiguiri","201904","2019-04",3
"20470","Santiago Lachiguiri","201905","2019-05",3
"20470","Santiago Lachiguiri","201906","2019-06",3
"20472","Santiago Laollaga","201901","2019-01",6
"20472","Santiago Laollaga","201902","2019-02",14
"20472","Santiago Laollaga","201903","2019-03",25
"20472","Santiago Laollaga","201904","2019-04",59
"20472","Santiago Laollaga","201905","2019-05",31
"20472","Santiago Laollaga","201906","2019-06",25
"20472","Santiago Laollaga","201907","2019-07",18
"20472","Santiago Laollaga","201908","2019-08",10
"20472","Santiago Laollaga","201909","2019-09",1
"20472","Santiago Laollaga","201910","2019-10",1
"20472","Santiago Laollaga","201911","2019-11",1
"20472","Santiago Laollaga","201912","2019-12",1
"20472","Santiago Laollaga","202001","2020-01",1
"20472","Santiago Laollaga","202002","2020-02",1
"20472","Santiago Laollaga","202003","2020-03",1
"20472","Santiago Laollaga","202004","2020-04",1
"20472","Santiago Laollaga","202005","2020-05",1
"20472","Santiago Laollaga","202006","2020-06",4
"20472","Santiago Laollaga","202007","2020-07",19
"20472","Santiago Laollaga","202008","2020-08",15
"20472","Santiago Laollaga","202009","2020-09",17
"20472","Santiago Laollaga","202010","2020-10",12
"20474","Santiago Llano Grande","201904","2019-04",3
"20474","Santiago Llano Grande","201905","2019-05",3
"20474","Santiago Llano Grande","201906","2019-06",3
"20474","Santiago Llano Grande","201907","2019-07",3
"20474","Santiago Llano Grande","201908","2019-08",3
"20474","Santiago Llano Grande","201909","2019-09",3
"20474","Santiago Llano Grande","201910","2019-10",3
"20474","Santiago Llano Grande","201911","2019-11",2
"20474","Santiago Llano Grande","201912","2019-12",2
"20474","Santiago Llano Grande","202001","2020-01",2
"20475","Santiago Matatlán","201901","2019-01",38
"20475","Santiago Matatlán","201902","2019-02",41
"20475","Santiago Matatlán","201903","2019-03",36
"20475","Santiago Matatlán","201904","2019-04",35
"20475","Santiago Matatlán","201905","2019-05",42
"20475","Santiago Matatlán","201906","2019-06",48
"20475","Santiago Matatlán","201907","2019-07",61
"20475","Santiago Matatlán","201908","2019-08",41
"20475","Santiago Matatlán","201909","2019-09",37
"20475","Santiago Matatlán","201910","2019-10",34
"20475","Santiago Matatlán","201911","2019-11",51
"20475","Santiago Matatlán","201912","2019-12",61
"20475","Santiago Matatlán","202001","2020-01",87
"20475","Santiago Matatlán","202002","2020-02",169
"20475","Santiago Matatlán","202003","2020-03",163
"20475","Santiago Matatlán","202004","2020-04",172
"20475","Santiago Matatlán","202005","2020-05",113
"20475","Santiago Matatlán","202006","2020-06",92
"20475","Santiago Matatlán","202007","2020-07",115
"20475","Santiago Matatlán","202008","2020-08",116
"20475","Santiago Matatlán","202009","2020-09",119
"20475","Santiago Matatlán","202010","2020-10",121
"20477","Santiago Minas","201901","2019-01",4
"20477","Santiago Minas","201902","2019-02",4
"20477","Santiago Minas","201903","2019-03",3
"20478","Santiago Nacaltepec","201904","2019-04",1
"20478","Santiago Nacaltepec","201905","2019-05",1
"20478","Santiago Nacaltepec","201906","2019-06",1
"20478","Santiago Nacaltepec","201907","2019-07",1
"20478","Santiago Nacaltepec","201908","2019-08",1
"20478","Santiago Nacaltepec","201909","2019-09",1
"20478","Santiago Nacaltepec","201910","2019-10",1
"20478","Santiago Nacaltepec","201911","2019-11",1
"20478","Santiago Nacaltepec","201912","2019-12",1
"20478","Santiago Nacaltepec","202001","2020-01",1
"20478","Santiago Nacaltepec","202002","2020-02",1
"20478","Santiago Nacaltepec","202003","2020-03",1
"20478","Santiago Nacaltepec","202004","2020-04",2
"20478","Santiago Nacaltepec","202005","2020-05",6
"20478","Santiago Nacaltepec","202006","2020-06",6
"20478","Santiago Nacaltepec","202007","2020-07",2
"20478","Santiago Nacaltepec","202008","2020-08",2
"20478","Santiago Nacaltepec","202009","2020-09",2
"20478","Santiago Nacaltepec","202010","2020-10",1
"20480","Santiago Nundiche","201910","2019-10",14
"20480","Santiago Nundiche","202010","2020-10",3
"20481","Santiago Nuyoó","202010","2020-10",4
"20482","Santiago Pinotepa Nacional","201901","2019-01",2741
"20482","Santiago Pinotepa Nacional","201902","2019-02",2756
"20482","Santiago Pinotepa Nacional","201903","2019-03",2747
"20482","Santiago Pinotepa Nacional","201904","2019-04",2755
"20482","Santiago Pinotepa Nacional","201905","2019-05",2758
"20482","Santiago Pinotepa Nacional","201906","2019-06",2747
"20482","Santiago Pinotepa Nacional","201907","2019-07",2710
"20482","Santiago Pinotepa Nacional","201908","2019-08",2712
"20482","Santiago Pinotepa Nacional","201909","2019-09",2726
"20482","Santiago Pinotepa Nacional","201910","2019-10",2785
"20482","Santiago Pinotepa Nacional","201911","2019-11",2826
"20482","Santiago Pinotepa Nacional","201912","2019-12",2853
"20482","Santiago Pinotepa Nacional","202001","2020-01",2803
"20482","Santiago Pinotepa Nacional","202002","2020-02",2838
"20482","Santiago Pinotepa Nacional","202003","2020-03",2909
"20482","Santiago Pinotepa Nacional","202004","2020-04",2847
"20482","Santiago Pinotepa Nacional","202005","2020-05",2784
"20482","Santiago Pinotepa Nacional","202006","2020-06",2730
"20482","Santiago Pinotepa Nacional","202007","2020-07",2753
"20482","Santiago Pinotepa Nacional","202008","2020-08",2803
"20482","Santiago Pinotepa Nacional","202009","2020-09",2823
"20482","Santiago Pinotepa Nacional","202010","2020-10",2840
"20483","Santiago Suchilquitongo","201901","2019-01",4
"20483","Santiago Suchilquitongo","201902","2019-02",25
"20483","Santiago Suchilquitongo","201903","2019-03",32
"20483","Santiago Suchilquitongo","201904","2019-04",32
"20483","Santiago Suchilquitongo","201905","2019-05",31
"20483","Santiago Suchilquitongo","201906","2019-06",31
"20483","Santiago Suchilquitongo","201907","2019-07",32
"20483","Santiago Suchilquitongo","201908","2019-08",32
"20483","Santiago Suchilquitongo","201909","2019-09",33
"20483","Santiago Suchilquitongo","201910","2019-10",21
"20483","Santiago Suchilquitongo","201911","2019-11",25
"20483","Santiago Suchilquitongo","201912","2019-12",7
"20483","Santiago Suchilquitongo","202001","2020-01",7
"20483","Santiago Suchilquitongo","202002","2020-02",8
"20483","Santiago Suchilquitongo","202003","2020-03",9
"20483","Santiago Suchilquitongo","202004","2020-04",8
"20483","Santiago Suchilquitongo","202005","2020-05",9
"20483","Santiago Suchilquitongo","202006","2020-06",8
"20483","Santiago Suchilquitongo","202007","2020-07",7
"20483","Santiago Suchilquitongo","202008","2020-08",8
"20483","Santiago Suchilquitongo","202009","2020-09",12
"20483","Santiago Suchilquitongo","202010","2020-10",12
"20485","Santiago Tapextla","201911","2019-11",6
"20485","Santiago Tapextla","201912","2019-12",6
"20485","Santiago Tapextla","202001","2020-01",6
"20486","Villa Tejúpam de la Unión","201901","2019-01",13
"20486","Villa Tejúpam de la Unión","201902","2019-02",12
"20486","Villa Tejúpam de la Unión","201903","2019-03",12
"20486","Villa Tejúpam de la Unión","201904","2019-04",12
"20486","Villa Tejúpam de la Unión","201905","2019-05",12
"20486","Villa Tejúpam de la Unión","201906","2019-06",18
"20486","Villa Tejúpam de la Unión","201907","2019-07",18
"20486","Villa Tejúpam de la Unión","201908","2019-08",12
"20486","Villa Tejúpam de la Unión","201909","2019-09",12
"20486","Villa Tejúpam de la Unión","201910","2019-10",13
"20486","Villa Tejúpam de la Unión","201911","2019-11",13
"20486","Villa Tejúpam de la Unión","201912","2019-12",14
"20486","Villa Tejúpam de la Unión","202001","2020-01",12
"20486","Villa Tejúpam de la Unión","202002","2020-02",16
"20486","Villa Tejúpam de la Unión","202003","2020-03",14
"20486","Villa Tejúpam de la Unión","202004","2020-04",12
"20486","Villa Tejúpam de la Unión","202005","2020-05",12
"20486","Villa Tejúpam de la Unión","202006","2020-06",12
"20486","Villa Tejúpam de la Unión","202007","2020-07",12
"20486","Villa Tejúpam de la Unión","202008","2020-08",12
"20486","Villa Tejúpam de la Unión","202009","2020-09",12
"20486","Villa Tejúpam de la Unión","202010","2020-10",12
"20489","Santiago Tetepec","201901","2019-01",5
"20489","Santiago Tetepec","201902","2019-02",10
"20489","Santiago Tetepec","201903","2019-03",17
"20489","Santiago Tetepec","201904","2019-04",1
"20489","Santiago Tetepec","201905","2019-05",1
"20489","Santiago Tetepec","201906","2019-06",1
"20489","Santiago Tetepec","201907","2019-07",1
"20489","Santiago Tetepec","201908","2019-08",4
"20491","Santiago Textitlán","201911","2019-11",4
"20491","Santiago Textitlán","201912","2019-12",4
"20491","Santiago Textitlán","202001","2020-01",4
"20491","Santiago Textitlán","202002","2020-02",2
"20491","Santiago Textitlán","202003","2020-03",1
"20493","Santiago Tillo","201910","2019-10",1
"20493","Santiago Tillo","201911","2019-11",1
"20493","Santiago Tillo","201912","2019-12",1
"20493","Santiago Tillo","202001","2020-01",1
"20493","Santiago Tillo","202002","2020-02",1
"20494","Santiago Tlazoyaltepec","201901","2019-01",6
"20496","Santiago Xiacuí","201901","2019-01",16
"20496","Santiago Xiacuí","201902","2019-02",14
"20496","Santiago Xiacuí","201903","2019-03",14
"20496","Santiago Xiacuí","201904","2019-04",13
"20496","Santiago Xiacuí","201905","2019-05",15
